;NAME;;PSRJ;;P0;;;P1;;;DIST;EDOT;BSURF_I;
;;;;;(s);;;;;;(kpc);(ergs/s);(G);
917;J1452-6036;kbm+03;J1452-6036;kbm+03;0.1549921917383;5.0e-13;jks21;1.45056E-15;5.0e-20;jks21;6.135;1.5e+34;*;
918;J1453+1902;lmcs07;J1453+1902;lmcs07;0.00579230273884754;1.1e-16;aab+21a;1.1656E-20;5.0e-24;aab+21a;1.269;2.4e+33;2.38e+08;
919;B1449-64;lvw69a;J1453-6413;lvw69a;0.179486804423;3.0e-12;psj+19;2.74416E-15;5.0e-20;psj+19;2.800;1.9e+34;7.10e+11;
920;J1454-5846;clm+01;J1454-5846;clm+01;0.04524877299803;1.1e-13;clm+01;8.17E-19;9.0e-21;clm+01;2.985;3.5e+32;*;
921;J1455-3330;lnl+95;J1455-3330;lnl+95;0.00798720480668373;3.0e-17;aab+21a;2.43045E-20;4.0e-25;aab+21a;0.684;1.9e+33;4.38e+08;
922;J1455-59;kek+13;J1455-59;kek+13;0.1761912;2.0e-07;kek+13;*;0;*;6.692;*;*;
923;J1456-48;bcm+16;J1456-48;bcm+16;0.53681;0;bcm+16;*;0;*;9.338;*;*;
924;B1451-68;lvw68;J1456-6843;lvw68;0.2633769071818;5.0e-13;jbv+19;9.895E-17;3.0e-20;jbv+19;0.430;2.1e+32;1.63e+11;
925;B1454-51;mlt+78;J1457-5122;mlt+78;1.74830750523;7.0e-11;lbs+20;5.2972E-15;3.0e-19;lbs+20;0.994;3.9e+31;*;
926;J1457-5900;kbm+03;J1457-5900;kbm+03;1.4986374368;4.0e-10;kbm+03;3.66E-15;7.0e-17;kbm+03;3.738;4.3e+31;*;
927;J1457-5902;kbm+03;J1457-5902;kbm+03;0.39073936418;5.0e-11;kbm+03;1.2306E-14;1.4e-17;kbm+03;6.366;8.1e+33;*;
928;J1459-6053;aaa+09c;J1459-6053;aaa+09c;0.103150638274;1.1e-11;rkp+11;2.52704E-14;6.0e-19;rkp+11;1.840;9.1e+35;*;
929;J1501-0046;lbr+13;J1501-0046;lbr+13;0.4640368139284;8.2e-12;lbr+13;2.391E-16;6.0e-18;lbr+13;2.131;9.4e+31;*;
930;J1501-5637;kbm+03;J1501-5637;kbm+03;0.7829485661;3.0e-10;kbm+03;1.7E-16;8.0e-17;kbm+03;4.938;1.4e+31;*;
931;J1502+28;ttm18;J1502+28;ttm18;3.7840;0;ttm18;*;0;*;1.289;*;*;
932;J1502+4653;ccl+21;J1502+4653;ccl+21;1.75250806376;4.0e-11;ccl+21;1.72E-16;1.0e-17;ccl+21;25.000;1.3e+30;*;
933;J1502-5653;hfs+04;J1502-5653;hfs+04;0.535504397790;3.0e-12;hfs+04;1.8286E-15;3.0e-19;hfs+04;3.961;4.7e+32;*;
934;J1502-5828;kbm+03;J1502-5828;kbm+03;0.66810515091;1.4e-10;kbm+03;3.640E-14;8.0e-17;kbm+03;7.093;4.8e+33;*;
935;J1502-6128;kbm+03;J1502-6128;kbm+03;0.84210384000;3.0e-11;kbm+03;1.348E-15;7.0e-18;kbm+03;5.189;8.9e+31;*;
936;J1502-6752;kjb+12;J1502-6752;kjb+12;0.02674442376700;6.0e-14;nbb+14;3.145E-19;1.4e-21;nbb+14;7.730;6.5e+32;2.33e+09;
937;J1503+2111;clm+05;J1503+2111;clm+05;3.31400150122;1.2e-10;clm+05;0.14E-15;2.0e-17;clm+05;0.244;1.5e+29;*;
938;J1504-5621;kbm+03;J1504-5621;kbm+03;0.41298519981;3.0e-11;kbm+03;5.529E-15;1.2e-17;kbm+03;3.548;3.1e+33;*;
939;J1504-5659;ccb+20;J1504-5659;ccb+20;1.67237234272;3.0e-11;ccb+20;1428E-18;3.0e-21;ccb+20;11.274;1.2e+31;*;
940;J1505-25;mss+20;J1505-25;mss+20;0.999;0.0e+00;mss+20;*;0;*;4.019;*;*;
941;B1503-51;mlt+78;J1506-5158;mlt+78;0.840738545;3.0e-09;nmc81;6.37E-15;1.4e-16;nmc81;1.384;4.2e+32;*;
942;B1504-43;mlt+78;J1507-4352;mlt+78;0.2867584998375;9.0e-13;lbs+20;1.58435E-15;5.0e-20;lbs+20;1.394;2.7e+33;*;
943;J1507-5800;ccb+20;J1507-5800;ccb+20;0.897254102404;1.1e-11;ccb+20;260.3E-18;6.0e-19;ccb+20;5.893;1.4e+31;*;
944;B1503-66;mlt+78;J1507-6640;mlt+78;0.355656301098;1.2e-11;lbs+20;1.15191E-15;3.0e-20;lbs+20;4.792;1.0e+33;*;
945;B1508+55;htg+68;J1509+5531;htg+68;0.739681922904;4.0e-12;hlk+04;4.99821E-15;4.0e-20;hlk+04;2.100;4.9e+32;1.94e+12;
946;J1509-5850;kbm+03;J1509-5850;kbm+03;0.088924862943;6.0e-12;psj+19;9.16633E-15;1.3e-19;psj+19;3.372;5.1e+35;*;
947;J1509-6015;kbm+03;J1509-6015;kbm+03;0.33903844870;4.0e-11;kbm+03;2.121E-15;1.2e-17;kbm+03;11.090;2.1e+33;*;
948;B1507-44;mlt+78;J1510-4422;mlt+78;0.9438712975;1.1e-09;nmc81;6.1E-16;4.0e-17;nmc81;4.128;2.9e+31;*;
949;J1511-5414;kbm+03;J1511-5414;kbm+03;0.200383946403;4.0e-12;lbs+20;4.8474E-16;9.0e-20;lbs+20;2.430;2.4e+33;*;
950;J1511-5835;kbm+03;J1511-5835;kbm+03;0.30151055002;4.0e-11;kbm+03;3.44E-16;1.9e-17;kbm+03;5.122;5.0e+32;*;
951;J1512-5431;kbm+03;J1512-5431;kbm+03;2.0405315742;3.0e-10;kbm+03;1.92E-15;6.0e-17;kbm+03;5.115;8.9e+30;*;
952;B1508-57;jlm+92;J1512-5759;jlm+92;0.128698573047;3.0e-12;psj+19;6.852697E-15;4.0e-21;psj+19;6.835;1.3e+35;*;
953;J1513-2550;san16;J1513-2550;san16;0.0021190675651177;1.0e-16;san16;21.61E-21;2.0e-23;san16;3.956;9.0e+34;*;
954;J1513-5739;mlc+01;J1513-5739;mlc+01;0.97345803480;9.0e-11;mlc+01;2.755E-14;4.0e-17;mlc+01;5.890;1.2e+33;*;
955;B1509-58;sh82;J1513-5908;sh82;0.151581943393;5.0e-12;psj+19;1.52868976E-12;7.0e-20;psj+19;4.400;1.7e+37;*;
956;J1513-5946;kle+10;J1513-5946;kle+10;1.046117156733;8.0e-12;kkl+11;8.5284E-15;4.0e-19;kkl+11;3.757;2.9e+32;*;
957;J1513-6013;ccb+20;J1513-6013;ccb+20;1.95873704232;1.2e-10;ccb+20;1371E-18;8.0e-21;ccb+20;7.928;7.2e+30;*;
958;B1510-48;mlt+78;J1514-4834;mlt+78;0.454840332571;7.0e-12;lbs+20;9.26101E-16;1.9e-20;lbs+20;1.243;3.9e+32;*;
959;J1514-4946;kcj+12;J1514-4946;kcj+12;0.0035893366796749;7.0e-16;ckr+15;1.8646E-20;1.1e-23;ckr+15;0.909;1.6e+34;2.06e+08;
960;J1514-5316;ccb+20;J1514-5316;ccb+20;0.296279212139;4.0e-12;ccb+20;1.6E-18;5.0e-19;ccb+20;0.850;2.4e+30;*;
961;J1514-5925;kbm+03;J1514-5925;kbm+03;0.1487974678456;1.8e-12;psj+19;2.8786E-15;4.0e-19;psj+19;3.906;3.4e+34;*;
962;J1515-5720;kbm+03;J1515-5720;kbm+03;0.286648256081;1.4e-11;psj+19;6.093718E-15;1.7e-20;psj+19;6.069;1.0e+34;*;
963;J1516-43;brs+19;J1516-43;brs+19;0.036022209;3.0e-09;brs+19;*;0;*;3.037;*;*;
964;J1517-32;mbc+19;J1517-32;mbc+19;0.0644019;0;mbc+19;*;0;*;0.966;*;*;
965;J1517-4356;ebvb01;J1517-4356;ebvb01;0.650836871901;6.0e-12;ebvb01;2.155E-16;6.0e-19;ebvb01;4.473;3.1e+31;*;
966;J1517-4636;kjv+10;J1517-4636;kjv+10;0.88661249686;5.0e-11;bbb+12;2.098E-15;2.0e-18;bbb+12;7.675;1.2e+32;*;
967;B1516+02A;wakp89;J1518+0204A;wakp89;0.005553592524205;2.0e-15;awkp97;4.122E-20;6.0e-23;awkp97;7.500;9.5e+33;*;
968;B1516+02B;wakp89;J1518+0204B;wakp89;0.007946940657879;2.1e-14;awkp97;-3.33E-21;2.6e-22;awkp97;7.500;*;*;
969;J1518+0204C;hrs+07;J1518+0204C;hrs+07;0.0024839275702455;6.0e-16;prf+14;2.60690E-20;1.3e-24;prf+14;7.500;6.7e+34;2.37e+08;
970;J1518+0204D;hrs+07;J1518+0204D;hrs+07;0.002988;1.0e-06;hrs+07;*;0;*;7.500;*;*;
971;J1518+0204E;hrs+07;J1518+0204E;hrs+07;0.003182;1.0e-06;hrs+07;*;0;*;7.500;*;*;
972;J1518+0204F;pqm+21;J1518+0204F;pqm+21;0.00265;0.0e+00;pqm+21;*;0;*;7.500;*;*;
973;J1518-0627;lbr+13;J1518-0627;lbr+13;0.7949966745699;7.8e-12;lbr+13;4.179E-16;5.6e-18;lbr+13;2.679;3.3e+31;*;
974;J1518-3952;bsb+19;J1518-3952;bsb+19;0.499195890475;1.5e-11;bsb+19;0.237E-15;8.0e-18;bsb+19;12.297;7.5e+31;*;
975;J1518+4904;nst96;J1518+4904;nst96;0.0409349889083329;6.0e-16;jsk+08;2.7190E-20;3.0e-24;jsk+08;0.964;1.6e+31;9.20e+08;
976;J1518-5415;kel+09;J1518-5415;kel+09;0.214924800284;6.0e-12;kel+09;0.0406E-15;1.4e-18;kel+09;3.768;1.6e+32;*;
977;J1519-5734;lfl+06;J1519-5734;lfl+06;0.51875778474;3.0e-11;lfl+06;4.273E-15;5.0e-18;lfl+06;6.799;1.2e+33;*;
978;J1519-6106;lfl+06;J1519-6106;lfl+06;2.15430706064;1.4e-10;lfl+06;8.372E-15;1.9e-17;lfl+06;5.047;3.3e+31;*;
979;J1519-6308;hfs+04;J1519-6308;hfs+04;1.25405163056;1.0e-10;hfs+04;5.96E-15;5.0e-17;hfs+04;12.367;1.2e+32;*;
980;J1522-5525;kbm+03;J1522-5525;kbm+03;1.3896046876;1.6e-09;kbm+03;3.30E-15;8.0e-17;kbm+03;2.000;4.9e+31;*;
981;J1522-5735;pga+13;J1522-5735;pga+13;0.10213598087;4.0e-11;pga+13;3.1239E-14;3.0e-18;pga+13;*;1.2e+36;*;
982;B1518-58;jlm+92;J1522-5829;jlm+92;0.395354481573;1.5e-11;lbs+20;2.05679E-15;7.0e-20;lbs+20;3.882;1.3e+33;*;
983;J1523-3235;sfj+20;J1523-3235;sfj+20;1.5048345580;3.0e-10;sfj+20;9.53E-16;1.0e-17;sfj+20;7.997;1.1e+31;*;
984;J1524-20;mss+20;J1524-20;mss+20;*;0;*;*;0;*;3.175;*;*;
985;J1524-5625;kbm+03;J1524-5625;kbm+03;0.078218548881;5.0e-12;kbm+03;3.895005E-14;1.9e-19;kbm+03;3.378;3.2e+36;*;
986;J1524-5706;kbm+03;J1524-5706;kbm+03;1.11617445717;1.2e-10;psj+19;3.563574E-13;3.0e-19;psj+19;7.434;1.0e+34;*;
987;J1524-5819;kel+09;J1524-5819;kel+09;0.96104262694;1.0e-10;kel+09;126.016E-15;1.0e-17;kel+09;7.546;5.6e+33;*;
988;J1525-5417;kbm+03;J1525-5417;kbm+03;1.01169421772;7.0e-11;kbm+03;1.6174E-14;1.4e-17;kbm+03;4.880;6.2e+32;*;
989;J1525-5523;ncb+15;J1525-5523;ncb+15;0.3551560369998;1.6e-12;ncb+15;8.96E-18;7.0e-20;ncb+15;3.132;7.9e+30;*;
990;J1525-5545;nbb+14;J1525-5545;nbb+14;0.011359881791767;1.9e-14;nbb+14;1.314E-19;6.0e-22;nbb+14;3.139;3.5e+33;*;
991;J1525-5605;kbm+03;J1525-5605;kbm+03;0.28034866206;4.0e-11;kbm+03;1.16E-16;7.0e-18;kbm+03;5.078;2.1e+32;*;
992;J1526-2744;fermi21;J1526-2744;fermi21;0.00249;0;fermi21;*;0;*;*;*;*;
993;J1526-5633;kbm+03;J1526-5633;kbm+03;0.30188789663;5.0e-11;kbm+03;1.23E-16;1.7e-17;kbm+03;4.796;1.8e+32;*;
994;B1524-39;mlt+78;J1527-3931;mlt+78;2.41760539437;6.0e-11;lbs+20;1.90612E-14;3.0e-19;lbs+20;1.691;5.3e+31;*;
995;B1523-55;mlt+78;J1527-5552;mlt+78;1.048718553809;5.0e-12;lbs+20;1.12685E-14;3.0e-19;lbs+20;5.381;3.9e+32;*;
996;J1528-3146;jbo+07;J1528-3146;jbo+07;0.06082223035146;1.0e-14;jbo+07;24.9E-20;1.0e-21;jbo+07;0.774;4.4e+31;*;
997;J1528-4109;ebvb01;J1528-4109;ebvb01;0.526556139140;4.0e-12;ebvb01;3.955E-16;4.0e-19;ebvb01;5.453;1.1e+32;*;
998;J1528-5547;ncb+15;J1528-5547;ncb+15;3.4673015170;1.7e-09;ncb+15;7750E-18;2.0e-20;ncb+15;4.471;7.3e+30;*;
999;J1528-5838;cwp+17;J1528-5838;cwp+17;0.355686622097;8.0e-12;cwp+17;2.475859E-14;1.3e-19;cwp+17;*;2.2e+34;*;
1000;J1529-26;mss+20;J1529-26;mss+20;0.799;0.0e+00;mss+20;*;0;*;3.008;*;*;
1001;J1529-3828;nbb+14;J1529-3828;nbb+14;0.00848628211574;6.0e-14;nbb+14;2.70E-20;1.3e-21;nbb+14;4.296;1.7e+33;*;
1002;J1529+40;ttk+17;J1529+40;ttk+17;0.4764;0;scb+19;*;0;*;0.499;*;*;
1003;J1529-5355;kbm+03;J1529-5355;kbm+03;0.8912645399;4.0e-10;kbm+03;8.1E-16;4.0e-17;kbm+03;6.240;4.5e+31;*;
1004;J1529-5611;kbm+03;J1529-5611;kbm+03;0.8222487311;5.0e-10;kbm+03;4.1E-15;3.0e-16;kbm+03;3.321;2.9e+32;*;
1005;J1530-21;mss+20;J1530-21;mss+20;0.505;0.0e+00;mss+20;*;0;*;2.696;*;*;
1006;J1530-5327;mlc+01;J1530-5327;mlc+01;0.278958414924;4.0e-12;psj+19;4.67985E-15;8.0e-20;psj+19;1.123;8.5e+33;*;
1007;J1530-6343;bbb+12;J1530-6343;bbb+12;0.910319586358;1.1e-11;bsb+19;0.825E-15;7.0e-18;bsb+19;11.447;4.3e+31;*;
1008;J1531-4012;ebvb01;J1531-4012;ebvb01;0.356849312855;6.0e-12;ebvb01;9.63E-17;6.0e-19;ebvb01;9.528;8.4e+31;*;
1009;J1531-5610;kbm+03;J1531-5610;kbm+03;0.084206064052;3.0e-12;psj+19;1.379389E-14;1.0e-19;psj+19;2.841;9.1e+35;*;
1010;B1530+27;dth78;J1532+2745;dth78;1.124835742767;7.0e-12;hlk+04;7.7956E-16;6.0e-20;hlk+04;1.695;2.2e+31;9.47e+11;
1011;J1532-5308;kbm+03;J1532-5308;kbm+03;0.44382460830;4.0e-11;kbm+03;6.5E-17;6.0e-18;kbm+03;3.825;2.9e+31;*;
1012;J1532-56;ncb+15;J1532-56;ncb+15;0.52297708597;1.3e-10;ncb+15;*;0;*;4.440;*;*;
1013;J1534-4428;bbb+12;J1534-4428;bbb+12;1.2214259588;3.0e-10;bbb+12;0.18E-15;2.0e-17;bbb+12;9.640;3.9e+30;*;
1014;J1534-46;bb10;J1534-46;bb10;0.364835;9.0e-06;bb10;*;0;*;2.035;*;*;
1015;B1530-53;lvw68;J1534-5334;lvw68;1.368882242545;6.0e-12;jbv+19;1.4288E-15;4.0e-19;jbv+19;0.810;2.2e+31;1.41e+12;
1016;B1530-539;jlm+92;J1534-5405;jlm+92;0.289688895200;6.0e-12;jml+95;1.5429E-15;4.0e-19;jml+95;3.748;2.5e+33;*;
1017;J1535-4114;ebvb01;J1535-4114;ebvb01;0.432866133845;6.0e-12;ebvb01;4.0705E-15;6.0e-19;ebvb01;2.770;2.0e+33;*;
1018;J1535-4415;ebvb01;J1535-4415;ebvb01;0.46840160422;3.0e-11;jbo+09;0.0405E-15;9.0e-19;jbo+09;5.818;1.6e+31;*;
1019;J1535-5450;kbm+03;J1535-5450;kbm+03;0.56673415672;4.0e-11;kbm+03;1.4338E-14;1.0e-17;kbm+03;3.946;3.1e+33;*;
1020;J1535-5848;kbm+03;J1535-5848;kbm+03;0.307177662775;7.0e-12;kbm+03;2.716E-15;3.0e-18;kbm+03;2.971;3.7e+33;*;
1021;J1536+17;ttk+17;J1536+17;ttk+17;0.9333;0;ttk+17;*;0;*;25.000;*;*;
1022;J1536-30;mss+20;J1536-30;mss+20;1.901;0.0e+00;mss+20;*;0;*;5.285;*;*;
1023;J1536-3602;jbo+09;J1536-3602;jbo+09;1.31975904174;5.0e-11;jbo+09;0.7900E-15;1.9e-18;jbo+09;7.620;1.4e+31;*;
1024;J1536-4948;brj+21;J1536-4948;brj+21;0.0030799140584053;6.0e-16;brj+21;2.11895E-20;1.0e-24;brj+21;0.978;2.9e+34;2.56e+08;
1025;J1536-5433;mlc+01;J1536-5433;mlc+01;0.8814384311;3.0e-10;mlc+01;1.91E-15;8.0e-17;mlc+01;3.306;1.1e+32;*;
1026;J1536-5907;kel+09;J1536-5907;kel+09;0.55784066031;3.0e-11;kel+09;1.366E-15;7.0e-18;kel+09;8.135;3.1e+32;*;
1027;B1534+12;wol91a;J1537+1155;wol91a;0.03790444117830463;1.6e-16;fst14;2.422494E-18;3.0e-24;fst14;1.051;1.8e+33;9.57e+09;
1028;J1537-4912;ebvb01;J1537-4912;ebvb01;0.30131077523;8.0e-11;jbo+09;1.932E-15;2.0e-18;jbo+09;2.055;2.8e+33;*;
1029;J1537-5153;kbm+03;J1537-5153;kbm+03;1.52812410566;1.2e-10;kbm+03;4.172E-15;1.2e-17;kbm+03;2.744;4.6e+31;*;
1030;J1537-5312;ccb+20;J1537-5312;ccb+20;0.0069270955083835;1.5e-15;ccb+20;0.01586E-18;1.1e-22;ccb+20;3.054;1.9e+33;*;
1031;J1537-5645;mlc+01;J1537-5645;mlc+01;0.43046412386;1.5e-10;mlc+01;2.78E-15;6.0e-17;mlc+01;8.465;1.4e+33;*;
1032;J1538+2345;kkl+15;J1538+2345;kkl+15;3.44938495332;1.0e-10;kkl+15;6.889E-15;1.2e-17;kkl+15;1.312;6.6e+30;*;
1033;J1538-5438;mlc+01;J1538-5438;mlc+01;0.27672613726;5.0e-11;mlc+01;1.42E-15;3.0e-17;mlc+01;3.179;2.7e+33;*;
1034;J1538-5519;kel+09;J1538-5519;kel+09;0.39573063893;8.0e-11;kel+09;0.041E-15;1.5e-17;kel+09;5.940;2.6e+31;*;
1035;J1538-5551;hfs+04;J1538-5551;hfs+04;0.1046759019619;5.0e-13;psj+19;3.20705E-15;7.0e-20;psj+19;5.977;1.1e+35;*;
1036;J1538-5621;ncb+15;J1538-5621;ncb+15;1.90849449143;2.0e-11;ncb+15;7311.8E-18;7.0e-19;ncb+15;3.313;4.2e+31;*;
1037;J1538-5638;kbm+03;J1538-5638;kbm+03;0.84398039688;1.4e-10;kbm+03;7.12E-15;8.0e-17;kbm+03;7.043;4.7e+32;*;
1038;J1538-5732;lfl+06;J1538-5732;lfl+06;0.341212811806;6.0e-12;lfl+06;4.5498E-15;6.0e-19;lfl+06;3.428;4.5e+33;*;
1039;J1538-5750;kbm+03;J1538-5750;kbm+03;0.506568335296;1.8e-11;kbm+03;4.2E-17;3.0e-18;kbm+03;2.519;1.3e+31;*;
1040;J1539-4828;ekl09;J1539-4828;ekl09;1.27284159978;1.4e-10;eklk13;1.267E-15;2.0e-18;eklk13;3.465;2.4e+31;*;
1041;J1539-5521;kbm+03;J1539-5521;kbm+03;1.00495831813;8.0e-11;kbm+03;7.28E-16;8.0e-18;kbm+03;4.912;2.8e+31;*;
1042;B1535-56;jlm+92;J1539-5626;jlm+92;0.243395150846;1.1e-11;psj+19;4.847844E-15;1.2e-20;psj+19;3.536;1.3e+34;1.10e+12;
1043;J1539-6322;ebvb01;J1539-6322;ebvb01;1.63084630957;3.0e-11;jbo+09;0.2016E-15;6.0e-19;jbo+09;7.095;1.8e+30;*;
1044;J1540-5736;mlc+01;J1540-5736;mlc+01;0.61291628569;8.0e-11;mlc+01;4.2E-16;3.0e-17;mlc+01;6.349;7.2e+31;*;
1045;J1541-42;bbj+11;J1541-42;bbj+11;*;0;*;*;0;*;2.112;*;*;
1046;J1541-5535;kbm+03;J1541-5535;kbm+03;0.29583755345;9.0e-11;kbm+03;7.502E-14;3.0e-17;kbm+03;5.161;1.1e+35;*;
1047;J1542-5034;mld+96;J1542-5034;mld+96;0.5992480029;4.0e-10;lbs+20;4.0248E-15;1.5e-18;lbs+20;2.732;7.4e+32;*;
1048;J1542-5133;hfs+04;J1542-5133;hfs+04;1.7838649877;3.0e-10;hfs+04;5.9E-16;6.0e-17;hfs+04;4.061;4.1e+30;*;
1049;J1542-5303;kbm+03;J1542-5303;kbm+03;1.20756776526;6.0e-11;kbm+03;7.780E-14;3.0e-17;kbm+03;5.370;1.7e+33;*;
1050;B1540-06;mlt+78;J1543-0620;mlt+78;0.709064069786;4.0e-12;hlk+04;8.7954E-16;4.0e-20;hlk+04;3.226;9.7e+31;7.98e+11;
1051;B1541+09;ls69;J1543+0929;ls69;0.748448416229;6.0e-12;hlk+04;4.3248E-16;4.0e-20;hlk+04;5.900;4.1e+31;5.75e+11;
1052;J1543-5013;kbm+03;J1543-5013;kbm+03;0.6442550645;6.0e-10;kbm+03;1.0132E-14;1.7e-17;kbm+03;5.809;1.5e+33;*;
1053;J1543-5149;kjb+12;J1543-5149;kjb+12;0.0020569603924157;6.0e-16;nbb+14;1.6159E-20;1.3e-23;nbb+14;1.148;7.3e+34;1.83e+08;
1054;J1543-5459;mlc+01;J1543-5459;mlc+01;0.37713777811;6.0e-11;psj+19;5.20978E-14;1.0e-18;psj+19;4.658;3.8e+34;*;
1055;J1544-0713;sfj+20;J1544-0713;sfj+20;0.484129803194;4.0e-12;sfj+20;1.13663E-15;8.0e-20;sfj+20;2.633;4.0e+32;*;
1056;J1544+4937;brr+13;J1544+4937;brr+13;0.00215928839043292;5.0e-17;brr+13;2.933E-21;5.0e-24;brr+13;2.991;1.2e+34;*;
1057;B1541-52;mlt+78;J1544-5308;mlt+78;0.178553872949;3.0e-12;lbs+20;6.02531E-17;1.3e-21;lbs+20;0.932;4.2e+32;*;
1058;J1545-4550;bbb+13;J1545-4550;bbb+13;0.003575288623474622;1.1e-17;rsc+21;5.24544E-20;3.0e-25;rsc+21;2.222;4.5e+34;4.38e+08;
1059;J1546-3747A;lr11;J1546-3747A;lr11;0.0026056722466;1.0e-13;lr11;*;0;*;10.400;*;*;
1060;J1546-5302;kbm+03;J1546-5302;kbm+03;0.58083988615;4.0e-11;kbm+03;1.180E-14;3.0e-17;kbm+03;5.334;2.4e+33;*;
1061;J1546-59;mlb+12;J1546-59;mlb+12;0.00780;0;mlb+12;*;0;*;3.888;*;*;
1062;J1547-0944;lbr+13;J1547-0944;lbr+13;1.576924632943;4.4e-11;lbr+13;2.938E-15;3.6e-17;lbr+13;3.756;3.0e+31;*;
1063;J1547-5709;ccb+20;J1547-5709;ccb+20;0.0042911460641714;6.0e-16;ccb+20;0.00745E-18;3.0e-23;ccb+20;2.695;3.7e+33;*;
1064;J1547-5750;hfs+04;J1547-5750;hfs+04;0.64719774666;6.0e-11;hfs+04;2.6E-17;5.0e-18;hfs+04;3.464;3.7e+30;*;
1065;J1547-5839;kbm+03;J1547-5839;kbm+03;0.242190323768;1.0e-11;kbm+03;5.94E-16;3.0e-18;kbm+03;5.685;1.7e+33;*;
1066;J1548-4821;kbm+03;J1548-4821;kbm+03;0.14565471947;3.0e-11;kbm+03;8E-19;1.1e-18;kbm+03;3.439;1.0e+31;*;
1067;J1548-4927;kbm+03;J1548-4927;kbm+03;0.602738077704;1.9e-11;kbm+03;4.047E-15;3.0e-18;kbm+03;3.518;7.3e+32;*;
1068;J1548-5607;mlc+01;J1548-5607;mlc+01;0.170937955921;6.0e-12;psj+19;1.0732930E-14;9.0e-21;psj+19;5.702;8.5e+34;*;
1069;J1549+2113;fcwa95;J1549+2113;fcwa95;1.262471311613;5.0e-12;lxf+05;0.8541E-15;8.0e-19;lxf+05;3.033;1.7e+31;*;
1070;J1549-4848;mld+96;J1549-4848;mld+96;0.2883549019075;1.7e-12;psj+19;1.410776E-14;3.0e-20;psj+19;1.308;2.3e+34;*;
1071;J1549-57;bbj+11;J1549-57;bbj+11;0.7375;3.0e-04;bbj+11;*;0;*;0.704;*;*;
1072;J1549-5722;kbm+03;J1549-5722;kbm+03;0.49777239400;8.0e-11;kbm+03;4.7E-17;1.0e-17;kbm+03;2.858;1.5e+31;*;
1073;J1550-5242;kbm+03;J1550-5242;kbm+03;0.74965894957;4.0e-11;kbm+03;1.7774E-14;6.0e-18;kbm+03;5.644;1.7e+33;*;
1074;J1550-5317;kbm+03;J1550-5317;kbm+03;1.42112434544;1.3e-10;kbm+03;9.35E-16;1.1e-17;kbm+03;6.932;1.3e+31;*;
1075;J1550-5418;crhr07;J1550-5418;crhr07;2.06983302;4.0e-08;crhr07;2.318E-11;5.0e-14;crhr07;4.000;1.0e+35;2.22e+14;
1076;J1551-0658;hrm+11;J1551-0658;hrm+11;0.00709;0;hrm+11;*;0;*;1.325;*;*;
1077;J1551-4424;bbb+12;J1551-4424;bbb+12;0.6740603610;2.0e-10;bbb+12;0.188E-15;8.0e-18;bbb+12;2.227;2.4e+31;*;
1078;J1551-5310;hfs+04;J1551-5310;hfs+04;0.45344775276;3.0e-11;psj+19;1.94834E-13;4.0e-18;psj+19;5.878;8.2e+34;*;
1079;J1551-6214;bbb+12;J1551-6214;bbb+12;0.1988386042970;8.0e-13;bsb+19;0.0228E-15;5.0e-19;bsb+19;3.901;1.1e+32;*;
1080;J1552-4937;fsk+04;J1552-4937;fsk+04;0.0062843113814174;1.2e-15;lem+15;1.900E-20;4.0e-23;lem+15;3.060;3.0e+33;2.62e+08;
1081;J1552+5437;pbh+17;J1552+5437;pbh+17;0.0024278884863579;6.0e-16;pbh+17;2.798E-21;1.1e-23;pbh+17;2.636;7.7e+33;*;
1082;B1550-54;mlt+78;J1553-5456;mlt+78;1.0813471470;8.0e-10;lbs+20;1.571543E-14;1.2e-19;lbs+20;3.786;4.9e+32;*;
1083;J1554+18;dsm+16;J1554+18;dsm+16;*;0;*;*;0;*;2.753;*;*;
1084;J1554-5209;kle+10;J1554-5209;kle+10;0.1252295584025;7.0e-13;kkl+11;2.29442E-15;5.0e-20;kkl+11;3.079;4.6e+34;*;
1085;J1554-5512;kbm+03;J1554-5512;kbm+03;3.418039313;3.0e-09;kbm+03;3.12E-14;1.0e-15;kbm+03;6.397;3.1e+31;*;
1086;J1555+01;ttm+18;J1555+01;ttm+18;*;0;*;*;0;*;1.253;*;*;
1087;J1555-0515;blr+13;J1555-0515;blr+13;0.97540989108;5.0e-11;blr+13;2.054E-15;2.0e-18;blr+13;1.548;8.7e+31;*;
1088;B1552-23;mlt+78;J1555-2341;mlt+78;0.5325777412091;1.8e-12;hlk+04;6.93702E-16;1.5e-20;hlk+04;3.747;1.8e+32;*;
1089;J1555-2908;rap+12;J1555-2908;rap+12;0.00178750176696926;2.0e-16;nie21;4.45502E-20;4.0e-25;nie21;7.555;3.1e+35;*;
1090;B1552-31;mlt+78;J1555-3134;mlt+78;0.5181097798008;9.0e-13;hlk+04;6.2232E-17;9.0e-21;hlk+04;5.299;1.8e+31;*;
1091;J1556-5358;kbm+03;J1556-5358;kbm+03;0.99468068673;1.4e-10;kbm+03;1.042E-14;8.0e-17;kbm+03;5.020;4.2e+32;*;
1092;J1557-4258;mld+96;J1557-4258;mld+96;0.329186857758;2.0e-12;dsb+98;3.3012E-16;2.0e-20;dsb+98;8.630;3.7e+32;3.33e+11;
